name,preferences,last_updated
Arzu,"lemon cocktails, fruity, mojito, n/a, fruity cocktails, strawberry cocktails, cocktails with strawberry, classic cocktail, new york lemonade, strawberry mint mojito, mint cocktails, frosé",2025-04-11T21:49:41.233970
